ID	ALIGNMENT	COGID	CONCEPT	DOCULECT	FORM	SPANISH	TOKENS	VALUE	MORPHEMES	COGIDS	NOTES	AUTOCOGIDS
4206	w ɨ s t i -	1206	straight	Nawa	wɨsti	recto derecho	w ɨ s t i	wɨsti	straight/mɨstɨ			3691
4207	b ɨ s t ɨ -	1206	straight	Marinawa	bɨstɨ	recto derecho	b ɨ s t ɨ	bɨstɨ	straight/mɨstɨ			3691
4208	m ɨ s t ɨ -	1206	straight	Yaminawa	mɨstɨj	recto derecho	m ɨ s t ɨ	mɨstɨj	straight/mɨstɨ			3691
4209	j u s t u m a	1211	straight	Kashinawa_P	justuma	recto derecho	j u s t u m a	justuma	juʂtu _NEG		!	3693
4210	j u ʂ t u m a	1211	straight	Kashinawa_B	juʂtuma	recto derecho	j u ʂ t u m a	yuʂtuma	juʂtu _NEG		!	3693
4217	ʈʂ - ɨ - ʂ ɨ	99	black	Matses	tʂɨʂɨ	negro	ʈʂ ɨ ʂ ɨ	tʂɨʂɨ	black/tʃɨʂɨ		means dark or red in other languages	329
4218	w i s - - u	98	black	Matis	wisu	negro	w i s u	wisu	black/wisu			330
4219	ʈʂ - ɨ - ʂ ɨ	99	black	Marubo	tʂɨʂɨ	negro	ʈʂ ɨ ʂ ɨ	tʂɨʂɨ	black/tʃɨʂɨ			329
4220	- i s - - u	98	black	Marubo	isu	negro	i s u	isu	black/wisu			330
4221	t x e - ʃ e	99	black	Katukina	txeshe	negro	tx/ʈʂ e ʃ e	txeshe	black/tʃɨʂɨ			329
4222	w i s - - u	98	black	Shipibo_Konibo	wisu	negro	w i s u	wisu	black/wisu			330
4223	w i s - - u	98	black	Kapanawa	wisu	negro	w i s u	wisu	black/wisu			330
4224	t - ɨ - ʃ ɨ	1563	black	Arara	tɨʃɨ	negro	t ɨ ʃ ɨ	tɨʃɨ				0
4225	t - ɨ - ʂ ɨ	1563	black	Shanenawa	tɨʂɨ	negro	t ɨ ʂ ɨ	tuʂu	black/tʃɨʂɨ			329
4226	tʃ - ɨ h ʃ ɨ	99	black	Yawanawa	tʃɨhʃɨ	negro	tʃ ɨ h ʃ ɨ	tʃɨhʃɨ	black/tʃɨʂɨ			329
4227	β i s - - u	98	black	Nukini	βisu	negro	β i s u	βisu	black/wisu			330
4228	tʃ - ɨ h - ɨ	99	black	Poyanawa	ʧɨhɨ	negro	tʃ ɨ h ɨ	ʧɨhɨ	black/tʃɨʂɨ			329
4229	tʃ - ɨ h - ɨ	99	black	Iskonawa	ʧɨhɨ	negro	tʃ ɨ h ɨ	ʧɨhɨ	black/tʃɨhɨ			329
4230	tʃ - ɨ - k ɨ	1562	black	Chakobo	tʃɨkɨ	negro	tʃ ɨ k ɨ	tʃɨkɨ	black/tʃɨkɨ			329
4231	tʃ - ɨ - k ɨ	1562	black	Pakawara	tʃɨkɨ	negro	tʃ ɨ k ɨ	tʃɨkɨ	black/tʃɨkɨ			329
4232	t u n a n	102	black	Kakataibo	tunan	negro	t u n a n	tunan	?			331
4233	tʃ - ɨ - ʂ ɨ	99	black	Kaxarari	tʃɨʂɨ	negro	tʃ ɨ ʂ ɨ	tʃɨʂɨ	black/tʃɨʂɨ			329
4234	ɸ ɨ s - - u	98	black	Mastanawa	ɸɨsu	negro	ɸ ɨ s u	ɸɨsu(pa)	black/wisu			330
4235	ɸ i s - - u	98	black	Chaninawa	ɸisu	negro	ɸ i s u	ɸisu	black/wisu			330
4236	ɸ i s - - u	98	black	Sharanawa	ɸisu	negro	ɸ i s u	ɸisu	black/wisu			330
4237	tʃ a ʔ u	103	black	Amawaka	t͡ʃaʔu	negro	tʃ a ʔ u	t͡ʃaʔu	?			328
4238	ɸ i s - - u	98	black	Nawa	ɸisu	negro	ɸ i s u	ɸisu	black/wisu			330
4239	ɸ i s - - u	98	black	Marinawa	ɸisu	negro	ɸ i s u	ɸisu	black/wisu			330
4240	tʃ - ɨ - ʂ ɨ	99	black	Marinawa	ʧɨʂɨ	negro	tʃ ɨ ʂ ɨ	ʧɨʂɨ	black/tʃɨʂɨ			329
4241	ɸ ɨ s - - u	98	black	Yaminawa	ɸɨsu	negro	ɸ ɨ s u	ɸɨsu	black/wisu			330
4242	m ɨ ʂ - - u	1561	black	Kashinawa_P	mɨʂu	negro	m ɨ ʂ u	mɨʂu	?			330
4243	m ɨ ʂ u p a	1561	black	Kashinawa_B	mɨʂupa	negro	m ɨ ʂ u p a	mɨʂupa	?			330
4249	- u ʂ - - u	1439	white	Matses	uʂu	blanco	u ʂ u	uʂu	white			4495
4250	w a s a	1624	white	Matis	wasa	blanco	w a s a	wasa	?			4498
4251	- u ʂ - - u	1439	white	Marubo	uʂu	blanco	u ʂ u	uʂu	white			4495
4252	- u x - - u	1439	white	Katukina	uxu	blanco	u x/ʂ u	uxu	white			4495
4253	h u ʂ - - u	1439	white	Shipibo_Konibo	huʂu	blanco	h u ʂ u	huʂu	white			4495
4254	h u ʂ - - u	1439	white	Kapanawa	huʂu	blanco	h u ʂ u	huʂu	white			4495
4255	- o ʃ ɨ p a	1621	white	Arara	oʃɨpa	blanco	o ʃ ɨ p a	oʃɨpa				0
4256	- u ʃ - - u	1439	white	Yawanawa	uʃu	blanco	u ʃ u	uʃu	white			4495
4257	- u h - - u	1439	white	Nukini	uhu	blanco	u h u	uhu	white			4495
4258	- u h - - u	1439	white	Poyanawa	uhu	blanco	u h u	uhu	white			4495
4259	r a u h	1439	white	Iskonawa	rauh	blanco	r a u h	rauh	_ra withe		!	4496
4260	h u ʂ - - u	1439	white	Chakobo	huʂu	blanco	h u ʂ u	huʂu	white			4495
4261	h u ʂ - - u	1439	white	Pakawara	huʂu	blanco	h u ʂ u	huʂu	white			4495
4262	- u ʂ - - u	1439	white	Kakataibo	uʂu	blanco	u ʂ u	uʂu	white			4495
4263	w a k u ʂ u	1623	white	Kaxarari	wakuʂu	blanco	w a k u ʂ u	wakuʂu	_wak white		!	4497
4264	- u ʂ - - u	1439	white	Mastanawa	uʂu	blanco	u ʂ u	uʂu(pa)	white			4495
4265	- u ʂ - - u	1439	white	Chaninawa	uʂu	blanco	u ʂ u	uʂu	white			4495
4266	- u ʂ - - u	1439	white	Sharanawa	uʂu	blanco	u ʂ u	uʂu	white			4495
4267	h u ç - - u	1439	white	Amawaka	huçu	blanco	h u ç u	huçu	white			4495
4268	- u ʂ - - u	1439	white	Nawa	uʂu	blanco	u ʂ u	uʂu	white			4495
4269	- u ʂ - - u	1439	white	Marinawa	uʂu	blanco	u ʂ u	uʂu	white			4495
4270	- u ʂ - - u	1439	white	Yaminawa	uʂu	blanco	u ʂ u	uʂu	white			4495
4271	h u ʂ - - u	1439	white	Kashinawa_P	huʂu	blanco	h u ʂ u	huʂu	white			4495
4272	h u ʂ u p a	1439	white	Kashinawa_B	huʂupa	blanco	h u ʂ u p a	huʂupa	white _pa		!	4495
4278	p i u	904	red	Matses	piu	rojo	p i u	piu	?			2852
4279	p ɨ d	904	red	Matis	pɨd	rojo	p ɨ d	pɨd	?			2851
4280	- u n ʃ i n	875	red	Marubo	unʃin	rojo	u n ʃ i n	unʃin	red			2848
4281	- u n j i -	875	red	Katukina	unji	rojo	u n j i	unji	red			2848
4282	h u - ʃ i n	875	red	Shipibo_Konibo	huʃin	rojo	h u ʃ i n	huʃin	red			2848
4283	h u - ʃ i n	875	red	Kapanawa	huʃin	rojo	h u ʃ i n	huʃin	red			2848
4284	- u - ʃ i n i p a	875	red	Arara	uʃinipa	rojo	u ʃ i n i p a	uʃinipa				0
4285	u ʂ u n i	875	red	Shanenawa	uʂuni	rojo	u ʂ u n i	uʂuni	red			2853
4286	- u - ʃ i n	875	red	Yawanawa	uʃin	rojo	u ʃ i n	uʃin	red			2848
4287	t a ʃ - - i	903	red	Poyanawa	taʃi	rojo	t a ʃ i	taʃi	?			2850
4288	- u - ʃ i n	875	red	Iskonawa	uʃin	rojo	u ʃ i n	uʃin	red			2848
4289	p i - ʃ i -	895	red	Chakobo	piʃi	rojo	p i ʃ i	piʃi	?			2848
4290	- ʃ i n i	875	red	Pakawara	ʃini	rojo	ʃ i n i	ʃini	red			2853
4291	tʃ ɨ ʂ k a	897	red	Kakataibo	tʃɨʂka	rojo	tʃ ɨ ʂ k a	tʃɨʂka	?			2849
4292	p u - ʂ ɨ -	902	red	Kaxarari	puʂɨ	rojo	p u ʂ ɨ	puʂɨ	?			2848
4293	- u n ʃ i -	875	red	Mastanawa	unʃi	rojo	u n ʃ i	unʃi	red			2848
4294	- u - ʃ i n	875	red	Chaninawa	uʃin	rojo	u ʃ i n	uʃin	red			2848
4295	- u - ʃ i n	875	red	Sharanawa	uʃin	rojo	u ʃ i n	uʃin	red			2848
4296	w i n ʃ i -	853	red	Amawaka	winʃi	rojo	w i n ʃ i	winʃi	?			2848
4297	- u - ʃ i -	875	red	Nawa	uʃi	rojo	u ʃ i	uʃi	red			2848
4298	- u - ʃ i -	875	red	Marinawa	uʃi	rojo	u ʃ i	uʃi	red			2848
4299	- ũ - ʃ i -	875	red	Yaminawa	ũʃi	rojo	ũ ʃ i	ũʃi	red			2848
4300	t a ʂ - - i	903	red	Kashinawa_P	taʂi	rojo	t a ʂ i	taʂi	red			2850
4301	t a ʂ i p a	903	red	Kashinawa_B	taʂipa	rojo	t a ʂ i p a	taʂipa	? _pa		!	2850
4307	β ɨ ʂ p i u	1537	yellow	Matses	βɨʂpiu	amarillo	β ɨ ʂ p i u	βɨʂpiu	?			4829
4308	ʃ i n -	1531	yellow	Matis	ʃin	amarillo	ʃ i n	ʃin	?			4824
4309	k a ʂ t a	1533	yellow	Marubo	kaʂta	amarillo	k a ʂ t a	kaʂta	?			4828
4310	m a n j i n	1531	yellow	Katukina	manjin	amarillo	m a n j i n	manjin	?			4827
4311	p a n ʃ i n -	1531	yellow	Shipibo_Konibo	panʃin	amarillo	p a n ʃ i n	panʃin	yellow/paʃin			4826
4312	p a - ʃ i n -	1531	yellow	Kapanawa	paʃin	amarillo	p a ʃ i n	paʃin	yellow/paʃin			4826
4313	p ã - ʃ i - -	1531	yellow	Arara	pãʃi	amarillo	p ã ʃ i	pãʃi				0
4314	p a - ʂ i n i	1531	yellow	Shanenawa	paʂini	amarillo	p a ʂ i n i	paʂini	yellow/paʃin			4826
4315	p a - ʃ i n -	1531	yellow	Yawanawa	paʃin	amarillo	p a ʃ i n	paʃin	yellow/paʃin			4826
4316	p ã - ʃ i - -	1531	yellow	Nukini	pãʃi	amarillo	p ã ʃ i	pãʃi	yellow/paʃin			4826
4317	p a n x i n -	1531	yellow	Poyanawa	panxin	amarillo	p a n x/ʂ i n	panxin	yellow/paʃin			4826
4318	t a - ʃ i - -	1531	yellow	Iskonawa	taʃi	amarillo	t a ʃ i	taʃi	?			4826
4319	ʃ i n i	1531	yellow	Chakobo	ʃini	amarillo	ʃ i n i	ʃini	?			4824
4320	p a n ʃ i n -	1531	yellow	Kakataibo	panʃin	amarillo	p a n ʃ i n	panʃin	yellow/paʃin			4826
4321	ʂ i n i	1531	yellow	Kaxarari	ʂini	amarillo	ʂ i n i	ʂini	?			4824
4322	a ɾ a w a	1532	yellow	Mastanawa	aɾawa	amarillo	a ɾ a w a	aɾawa	?			4825
4323	a ɾ a w a	1532	yellow	Chaninawa	aɾawa	amarillo	a ɾ a w a	aɾawa	?			4825
4324	a ɾ a w a	1532	yellow	Sharanawa	aɾawa	amarillo	a ɾ a w a	aɾawa	?			4825
4325	n a w a	1532	yellow	Amawaka	nawa	amarillo	n a w a	nawa	?			4823
4326	a ɾ a w ã	1532	yellow	Nawa	aɾawã	amarillo	a ɾ a w ã	aɾawã	?			4825
4327	tʃ a s d a	1533	yellow	Marinawa	ʧasda	amarillo	tʃ a s d a	ʧasda	?			4828
4328	tʃ a ʂ t a	1533	yellow	Yaminawa	ʧaʂta	amarillo	tʃ a ʂ t a	ʧaʂta	?			4828
4329	p a - ʃ i n -	1531	yellow	Kashinawa_P	paʃin	amarillo	p a ʃ i n	paʃin	yellow/paʃin			4826
4330	p a - ʃ i n -	1531	yellow	Kashinawa_B	paʃin	amarillo	p a ʃ i n	paʃin	yellow/paʃin			4826
4335	u m u	517	green [color]	Matses	umu	verde	u m u	umu	?			1520
4336	ɨ m u	517	green [color]	Matis	ɨmu	verde	ɨ m u	ɨmu	?			1520
4337	ʂ a n ɨ	526	green [color]	Marubo	ʂanɨ	verde	ʂ a n ɨ	ʂanɨ				1519
4338	ʃ a - u	530	green [color]	Katukina	shau	verde	ʃ a u	shau	small/unripe			1513
4339	j a n k u n	518	green [color]	Shipibo_Konibo	yankun	verde	j a n k u n	yankun	?			1515
4340	j a n k u n	518	green [color]	Kapanawa	yankun	verde	j a n k u n	yankun	?			1515
4341	ʃ i n i n i p a	533	green [color]	Arara	ʃininipa	verde	ʃ i n i n i p a	ʃininipa				0
4342	ʂ u - -	530	green [color]	Shanenawa	ʂu	verde	ʂ u	ʂu	small/unripe			1513
4343	ʂ u k u	530	green [color]	Yawanawa	ʂuku	verde	ʂ u k u	ʂuku	small/unripe			1513
4344	h u k u	530	green [color]	Nukini	huku	verde	h u k u	huku	small/unripe			1513
4345	i k a m b a	524	green [color]	Poyanawa	ikamba	verde	i k a m b a	ikamba	?			1522
4346	h o	530	green [color]	Iskonawa	ho	verde	h o	ho	small/unripe			1514
4347	n i a β a	516	green [color]	Chakobo	niaβa	verde	n i a β a	niaβa	?			1512
4348	ʂ u - -	530	green [color]	Kakataibo	ʂu	verde	ʂ u	kurua	small/unripe			1513
4349	j a r a	527	green [color]	Kaxarari	yara	verde	j a r a	yara	?			1518
4350	ʂ u - -	530	green [color]	Mastanawa	ʂu	verde	ʂ u	ʂu	small/unripe			1513
4351	ʂ u - -	530	green [color]	Chaninawa	ʂu	verde	ʂ u	ʂu	small/unripe			1513
4352	ʂ u - -	530	green [color]	Sharanawa	ʂu	verde	ʂ u	ʂu	small/unripe			1513
4353	n a - w a	492	green [color]	Amawaka	nawa	verde	n a w a	nawa	?			1512
4354	t u n a	525	green [color]	Nawa	tuna	verde	t u n a	tuna	?			1521
4355	ʂ u - -	530	green [color]	Marinawa	ʂu	verde	ʂ u	ʂu	small/unripe			1513
4356	p a ʂ a	522	green [color]	Yaminawa	paʂa	verde	p a ʂ a	paʂa	?			1523
4357	ʂ u - -	530	green [color]	Yaminawa	ʂu	verde	ʂ u	ʂu	small/unripe			1513
4358	n a n k ɨ	528	green [color]	Kashinawa_P	nankɨ	verde	n a n k ɨ	nankɨ	?			1517
4359	h u ʂ i a m a	529	green [color]	Kashinawa_B	huʂiama	verde	h u ʂ i a m a	huʂiama	red _neg		!	1516
4365	tʃ u k a	818	new	Matses	tʃuka	nuevo	tʃ u k a	tʃuka	new			2560
4366	p a ʂ a	813	new	Matis	paʂa	nuevo	p a ʂ a	paʂa	unripe			2557
4367	β ɨ n a	812	new	Marubo	βɨna	nuevo	β ɨ n a	βɨna	new			2556
4368	β e n a	812	new	Katukina	βena	nuevo	β e n a	βena	new			2556
4369	β ɨ n a	812	new	Shipibo_Konibo	βɨna	nuevo	β ɨ n a	βɨna	new			2556
4370	β ɨ n a	812	new	Kapanawa	βɨna	nuevo	β ɨ n a	βɨna	new			2556
4371	β ɨ n d a	812	new	Arara	βɨnda	nuevo	β ɨ ⁿd a	βɨnda				0
4372	p ɨ ʃ k ɨ	817	new	Arara	pɨʃkɨ	nuevo	p ɨ ʃ k ɨ	pɨʃkɨ				0
4373	f ɨ n a	812	new	Shanenawa	fɨna	nuevo	f ɨ n a	fɨna	new			2556
4374	β ɨ n a	812	new	Yawanawa	βɨna	nuevo	β ɨ n a	βɨna	new			2556
4375	β ɨ h u	812	new	Poyanawa	βɨhu	nuevo	β ɨ h u	βɨhu	new			2561
4376	β ɨ n a	812	new	Iskonawa	βɨna	nuevo	β ɨ n a	βɨna	new			2556
4377	p a ʂ a	813	new	Chakobo	paʂa	nuevo	p a ʂ a	paʂa	unripe			2557
4378	i o	820	new	Kakataibo	io	nuevo	i o	io	new/io			2558
4379	x a w ɨ l a k ɨ	819	new	Kaxarari	xawɨlakɨ	nuevo	x/ʂ a w ɨ l a k ɨ	xawɨlakɨ	?			2559
4380	ɸ ɨ d a	812	new	Mastanawa	ɸɨda	nuevo	ɸ ɨ d a	ɸɨda	new			2556
4381	ɸ ɨ d a	812	new	Chaninawa	ɸɨda	nuevo	ɸ ɨ d a	ɸɨda	new			2556
4382	ɸ ɨ d a	812	new	Sharanawa	ɸɨda	nuevo	ɸ ɨ d a	ɸɨda	new			2556
4383	w ɨ ⁿd a	812	new	Amawaka	wɨnda	nuevo	w ɨ ⁿd a	wɨnda	new			2556
4384	ɸ ɨ d a	812	new	Nawa	ɸɨda	nuevo	ɸ ɨ d a	ɸɨda	new			2556
4385	ɸ ɨ ⁿd a	812	new	Marinawa	ɸɨnda	nuevo	ɸ ɨ ⁿd a	ɸɨnda	new			2556
4386	ɸ ɨ d a	812	new	Yaminawa	ɸɨda	nuevo	ɸ ɨ d a	ɸɨda	new			2556
4387	β ɨ n a	812	new	Kashinawa_P	βɨna	nuevo	β ɨ n a	βɨna	new			2556
4388	β ɨ n a	812	new	Kashinawa_B	βɨna	nuevo	β ɨ n a	βɨna	new			2556
4396	ʂ ɨ n i -	833	old [adj.]	Matses	ʂɨni	viejo	ʂ ɨ n i	ʂɨni	old/ʂɨni			2659
4397	ʂ ɨ n i -	833	old [adj.]	Matis	ʂɨni	viejo	ʂ ɨ n i	ʂɨni	old/ʂɨni			2659
4398	ʂ ɨ n i -	833	old [adj.]	Marubo	ʂɨni	viejo	ʂ ɨ n i	ʂɨni	old/ʂɨni			2659
4399	ʃ e n i a	833	old [adj.]	Katukina	shenia	viejo	ʃ e n i a	sheni-a	old/ʂɨni _a		!	2659
4400	p a j u	837	old [adj.]	Shipibo_Konibo	payu	viejo	p a j u	payu	old			2666
4401	ʂ ɨ n i -	833	old [adj.]	Kapanawa	ʂɨni	viejo	ʂ ɨ n i	ʂɨni	old/ʂɨni			2659
4402	ã d i h ɨ	842	old [adj.]	Arara	ãdihɨ	viejo	ã d i h ɨ	ãdihɨ				0
4403	a n i	805	old [adj.]	Shanenawa	ani	viejo	a n i	ani	big			2665
4404	ʃ i n i -	833	old [adj.]	Yawanawa	ʃini	viejo	ʃ i n i	ʃini	old/ʂɨni			2659
4405	n u s i	834	old [adj.]	Nukini	nusi	viejo	n u s i	nusi	old_man			2660
4406	i w a	838	old [adj.]	Poyanawa	iwa	viejo	i w a	iwa	old_woman			2664
4407	h ɨ n i -	833	old [adj.]	Iskonawa	hɨni	viejo	h ɨ n i	hɨni	old/ʂɨni			2659
4408	j u s i	834	old [adj.]	Chakobo	yusi	viejo	j u s i	yusi	old_man			2660
4409	n u i	834	old [adj.]	Pakawara	nui	viejo	n u i	nui	old_man			2663
4410	ʂ ɨ n i -	833	old [adj.]	Kakataibo	ʂɨni	viejo	ʂ ɨ n i	ʂɨni	old/ʂɨni			2659
4411	tʃ a p a w ɨ	839	old [adj.]	Kaxarari	tʃapawɨ	viejo	tʃ a p a w ɨ	tʃapawɨ	?			2662
4412	ʂ ɨ d i -	833	old [adj.]	Mastanawa	ʂɨdi	viejo	ʂ ɨ d i	ʂɨdi	old/ʂɨni			2659
4413	ʂ ɨ d i -	833	old [adj.]	Chaninawa	ʂɨdi	viejo	ʂ ɨ d i	ʂɨdi	old/ʂɨni			2659
4414	ʂ ɨ d i -	833	old [adj.]	Sharanawa	ʂɨdi	viejo	ʂ ɨ d i	ʂɨdi	old/ʂɨni			2659
4415	ç ɨ ⁿd i -	833	old [adj.]	Amawaka	çɨndi	viejo	ç ɨ ⁿd i	çɨndi	old/ʂɨni			2659
4416	ʂ ɨ d i -	833	old [adj.]	Nawa	ʂɨdi	viejo	ʂ ɨ d i	ʂɨdi	old/ʂɨni			2659
4417	ʂ ɨ ⁿd i -	833	old [adj.]	Marinawa	ʂɨndi	viejo	ʂ ɨ ⁿd i	ʂɨndi	old/ʂɨni			2659
4418	ʂ ɨ d i -	833	old [adj.]	Yaminawa	ʂɨdi	viejo	ʂ ɨ d i	ʂɨdi	old/ʂɨni			2659
4419	ʂ ɨ n i -	833	old [adj.]	Kashinawa_P	ʂɨni	viejo	ʂ ɨ n i	ʂɨni	old/ʂɨni			2659
4420	m ɨ s t ɨ β u	840	old [adj.]	Kashinawa_B	mɨstɨβu	viejo	m ɨ s t ɨ β u	mɨstɨβu	?			2661
4426	β ɨ d a	503	good	Matses	βɨda	bueno	β ɨ d a	βɨda	new			1471
4427	β ɨ d a	503	good	Matis	βɨda	bueno	β ɨ d a	βɨda	new			1471
4428	- r u - - a	499	good	Marubo	rua	bueno	r u a	rua	?			1468
4429	- r u a p a	499	good	Katukina	ruapa	bueno	r u a p a	rua-pa	?			1468
4430	h a k u n	502	good	Shipibo_Konibo	hakun	bueno	h a k u n	hakun	good/hakun			1472
4431	s i r - - i	498	good	Kapanawa	siri	bueno	s i r i	siri	?			1466
4432	h a k u n	502	good	Kapanawa	hakun	bueno	h a k u n	hakun	good			1472
4433	ʃ a r - - a	498	good	Arara	ʃara	bueno	ʃ a r a	ʃara				0
4434	ʃ a r a k a	498	good	Shanenawa	ʃaraka	bueno	ʃ a r a k a	ʂaraka	good/ʃara _ka		!	1466
4435	ʃ a r - - a	498	good	Yawanawa	ʃara	bueno	ʃ a r a	ʃara	good/ʃara			1466
4436	i r u - - -	499	good	Nukini	iru	bueno	i r u	iru	good/iru			1468
4437	i r u - - -	499	good	Poyanawa	iru	bueno	i r u	iru	good/iru			1468
4438	i r u - - -	499	good	Iskonawa	iru	bueno	i r u	iru	good/iru			1468
4439	h i a	506	good	Chakobo	hia	bueno	h i a	hia	?			1467
4440	u p i	500	good	Kakataibo	upi	bueno	u p i	upi	upi			1469
4441	ts u w i	505	good	Kaxarari	tsuwi	bueno	ts u w i	tsuwi	?			1470
4442	ʂ a ɾ - - a	498	good	Mastanawa	ʃaɾa	bueno	ʂ a ɾ a	ʂaɾa	good/ʃara			1466
4443	ʃ a ɾ - - a	498	good	Chaninawa	ʃaɾa	bueno	ʃ a ɾ a	ʃaɾa	good/ʃara			1466
4444	ʃ a ɾ - - a	498	good	Sharanawa	ʃaɾa	bueno	ʃ a ɾ a	ʃaɾa	good/ʃara			1466
4445	ʃ a ɾ - - a	498	good	Amawaka	ʃaɾa	bueno	ʃ a ɾ a	ʃaɾa	good/ʃara			1466
4446	ʃ a ɾ - - a	498	good	Nawa	ʃaɾa	bueno	ʃ a ɾ a	ʃaɾa	good/ʃara			1466
4447	ʂ a ɾ - - a	498	good	Marinawa	ʃaɾa	bueno	ʂ a ɾ a	ʂaɾa	good/ʃara			1466
4448	ʃ a ɾ - - a	498	good	Yaminawa	ʃaɾa	bueno	ʃ a ɾ a	ʂaɾa	good/ʃara			1466
4449	ʃ a l - - a	498	good	Yaminawa	ʃala	bueno	ʃ a l a	ʂala	good/ʃara			1466
4450	- p ɨ	500	good	Kashinawa_P	pɨ	bueno	p ɨ	pɨ	?			1469
4451	- p i	500	good	Kashinawa_B	pi	bueno	p i	pi	?			1469
4456	i k s a	1550	bad	Matses	iksa	malo	i k s a	iksa	iksa			177
4457	i k s a + m - a	1550	bad	Matis	iksama	malo	i k s a + m a	iksama	iksa _NEG			177 178
4458	i ʃ n a	46	bad	Marubo	iʃna	malo	i ʃ n a	iʃna	isna			176
4459	h a k u n + m - a	41	bad	Shipibo_Konibo	hakunma	malo	h a k u n + m a	hakun-ma	good/hakun _ma			180 178
4460	i r u + m a	33	bad	Kapanawa	iruma	malo	i r u + m a	tiruma	good _NEG		!	170 178
4461	h a k u n + m - a	41	bad	Kapanawa	hakunma	malo	h a k u n + m a	hakunma	good/hakun _NEG			180 178
4462	ʃ a r a m b a	37	bad	Arara	ʃaramba	malo	ʃ a r a m b a	ʃaramba				0
4463	ʃ a r a + m - a	37	bad	Shanenawa	ʃarama	malo	ʃ a r a + m a	ʂarama	good/ʃara _NEG			179 178
4464	tʃ a k - - a	38	bad	Yawanawa	tʃaka	malo	tʃ a k a	tʃaka	ugly			172
4465	i r - - u + m - a	33	bad	Nukini	iruma	malo	i r u + m a	iruma	good _NEG			170 178
4466	i r u + ⁿb a	33	bad	Poyanawa	irumba	malo	i r u + ⁿb a	irumba	good _NEG			170 178
4467	m i tʃ a	1551	bad	Iskonawa	miʧa	malo	m i tʃ a	miʧa	ugly			173
4468	i r u + m a	33	bad	Iskonawa	iruma	malo	i r u + m a	iruma	good _NEG		!	170 178
4469	k a ʂ a ʂ ɨ n i	43	bad	Chakobo	kaʂaʂɨni	malo	k a ʂ a ʂ ɨ n i	kaʂaʂɨni	?kasasini			171
4470	a i + s a + m a	39	bad	Kakataibo	aisama	malo	a j + s a + m a	aisama	that _COMP _NEG		!	174
4471	ts ɨ w ɨ + m a	35	bad	Kaxarari	tsɨwɨma	malo	ts ɨ w ɨ + m a	tsɨwɨma	tsɨwɨ _NEG		!	175
4472	tʃ a ʔ - - a	38	bad	Mastanawa	ʧaʔa	malo	tʃ a ʔ a	ʧaʔa	ugly			172
4473	tʃ a k - - a	38	bad	Chaninawa	t͡ʃaka	malo	tʃ a k a	t͡ʃaka	ugly			172
4474	tʃ a k - - a	38	bad	Sharanawa	t͡ʃaka	malo	tʃ a k a	t͡ʃaka	ugly			172
4475	i ɾ u + m a	33	bad	Amawaka	iɾuma	malo	i ɾ u + m a	iɾuma	good _NEG		!	170 178
4476	tʃ a k - - a	38	bad	Nawa	ʧaka	malo	tʃ a k a	ʧaka	ugly			172
4477	tʃ a k - - a	38	bad	Marinawa	ʧaka	malo	tʃ a k a	ʧaka	ugly			172
4478	tʃ a ʔ - - a	38	bad	Yaminawa	ʧaʔa	malo	tʃ a ʔ a	ʧaʔa	ugly			172
4479	tʃ a k a + β u	38	bad	Kashinawa_P	ʧakaβu	malo	tʃ a k a + β u	ʧakaβu	ugly _COL		!	172
4480	tʃ a k a + β u	38	bad	Kashinawa_B	tʃakaβu	malo	tʃ a k a + β u	tʃakaβu	ugly _COL		!	172
4489	ʈʂ u k u	1406	wet	Matses	tʂuku	mojado	ʈʂ u k u	tʂuku	?			4402
4490	ʈʂ u β ɨ d	1406	wet	Matis	tʂuβɨd	mojado	ʈʂ u β ɨ d	tʂuβɨd	?			4401
4491	m ɨ tʃ a	1404	wet	Marubo	mɨtʃa	mojado	m ɨ tʃ a	mɨtʃa	wet/mɨtʃa			4397
4492	m e ʈʂ a	1404	wet	Katukina	metxa	mojado	m e ʈʂ a	metxa	wet/mɨtʃa			4397
4493	m ɨ tʃ a	1404	wet	Shipibo_Konibo	mɨtʃa	mojado	m ɨ tʃ a	mɨtʃa	wet/mɨtʃa			4397
4494	m ɨ tʃ a	1404	wet	Kapanawa	mɨtʃa	mojado	m ɨ tʃ a	mɨtʃa	wet/mɨtʃa			4397
4495	- - b ɨ tʃ - a	1404	wet	Arara	bɨtʃa	mojado	b ɨ tʃ a	bɨtʃa				0
4496	m ɨ tʃ a	1404	wet	Shanenawa	mɨtʃa	mojado	m ɨ tʃ a	mutʃia	wet/mɨtʃa			4397
4498	b ɨ ʃ a	1404	wet	Poyanawa	bɨʃa	mojado	b ɨ ʃ a	bɨʃa	wet/mɨtʃa			4397
4499	m ɨ tʃ a	1404	wet	Iskonawa	mɨʧa	mojado	m ɨ tʃ a	mɨʧa	wet/mɨtʃa			4397
4500	tʃ a ʂ a	1410	wet	Chakobo	tʃaʂa	mojado	tʃ a ʂ a	tʃaaʂa	wet_short _ʂa		!	4398
4501	m ɨ s a	1404	wet	Chakobo	mɨsa	mojado	m ɨ s a	musa	wet/mɨtʃa			4397
4502	tʃ a β a	1410	wet	Kakataibo	tʃaβa	mojado	tʃ a β a	tʃaβa	wet_short _βa		!	4398
