ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID
2874	Yaminawa	squeeze	lɨjɨwi	lɨjɨ	l ɨ j ɨ		1160
2875	Kashinawa_P	squeeze	tsinkja	tsinki	ts i n k i		1149
2876	Araona	squeeze	lawia	lawia	l a w i a		1157
2877	Araona	squeeze	lokui	lokui	l o k u i		1161
2878	Araona	squeeze	noli	noli	n o l i		1164
2879	Araona	squeeze	teli	teli	t e l i		1165
2741	Matses	stab [or pierce]	se	se	s e		1606
2742	Matis	stab [or pierce]	tuska	tuska	t u s + k a		1174
2743	Marubo	stab [or pierce]	rɨtɨ	rɨtɨ	r ɨ t ɨ		1605
2744	Shipibo_Konibo	stab [or pierce]	tʃatʃi	tʃatʃi	tʃ a tʃ i		1168
2745	Kapanawa	stab [or pierce]	nakuki	nakuki	n a k u k i		1178
2746	Kapanawa	stab [or pierce]	tʃatʃi	tʃatʃi	tʃ a tʃ i		1168
2747	Poyanawa	stab [or pierce]	du	du	d u		1175
2748	Iskonawa	stab [or pierce]	masta	masta	m a s t a		1170
2749	Chakobo	stab [or pierce]	tsaka	tsaka	ts a k a		1169
2750	Kakataibo	stab [or pierce]	tʃatʃi	tʃatʃi	tʃ a tʃ i		1168
2751	Kaxarari	stab [or pierce]	tʃulawa	tʃulawa	tʃ u l a w a		1173
2752	Kaxarari	stab [or pierce]	poha	poha	p o h a		1177
2753	Mastanawa	stab [or pierce]	sɨwɨ	sɨwɨ	s ɨ w ɨ		1167
2754	Chaninawa	stab [or pierce]	ʂu	ʂu	ʂ u		1167
2755	Sharanawa	stab [or pierce]	ʂu	ʂu	ʂ u		1167
2756	Amawaka	stab [or pierce]	çuwi	çuwi	ç u w i		1167
2757	Nawa	stab [or pierce]	bastaj	basta	b a s t a		1170
2758	Marinawa	stab [or pierce]	tsɨwɨ	tsɨwɨ	ts ɨ w ɨ		1167
2759	Yaminawa	stab [or pierce]	ʂuwiwa	ʂuwiwa	ʂ u w i w a		1167
2760	Kashinawa_P	stab [or pierce]	ʂukja	ʂuki	ʂ u k i		1167
2761	Araona	stab [or pierce]	mewe-ana	meweana	m e w e a n a		1171
2214	Matses	stand	nid	nid	n i d		1179
2215	Matis	stand	nid	nid	n i d		1179
2216	Marubo	stand	ni	ni	n i		1179
2217	Shipibo_Konibo	stand	ni	ni	n i		1179
2218	Kapanawa	stand	nɨtɨ	niti	n i t i		1181
2219	Iskonawa	stand	ni	ni	n i		1179
2220	Chakobo	stand	ni	ni	n i		1179
2221	Kakataibo	stand	niru	niru	n i + r u		1179
2222	Kaxarari	stand	nitʃi	nitʃi	n i + tʃ i		1179
2223	Mastanawa	stand	diwɨ	diwɨ	d i + w ɨ		1179
2224	Chaninawa	stand	di	di	d i		1179
2225	Sharanawa	stand	di	di	d i		1179
2226	Amawaka	stand	niʔi	niʔi	n i + ʔ i		1179
2227	Nawa	stand	dija	dija	d i + j a		1179
2228	Marinawa	stand	di	di	d i		1179
2229	Yaminawa	stand	dija	dija	d i + j a		1179
2230	Kashinawa_P	stand	nja	nja	n i a		1179
2231	Araona	stand	neti	neti	n e t i		1179
1776	Matses	star	wispa	wispa	w i s p a		1183
1777	Matis	star	wispa	wispa	w i s p a		1183
1778	Marubo	star	iʃi	iʃi	i ʃ i		1183
1779	Katukina	star	ixi	ixi	i x/ʂ i		1183
1780	Kanamari	star	hiʃi	hiʃi	h i ʃ i		1183
1781	Shipibo_Konibo	star	wiʃtin	wiʃtin	w i ʃ t i n		1183
1782	Kapanawa	star	wiʃi	wiʃi	w i ʃ i		1183
1783	Shanenawa	star	istin	istin	i s t i n		1183
1784	Yawanawa	star	iʃtin	iʃtin	i ʃ t i n		1183
1785	Nukini	star	ɨʃtɨ	ɨʃtɨ	ɨ ʃ t ɨ		1183
1786	Poyanawa	star	βuxa	βuxa	β u x/ʂ a		1182
1787	Iskonawa	star	naj ʧami	naj ʧami	n a j + tʃ a m i		1188
1788	Chakobo	star	wiʃtima	wiʃtima	w i ʃ t i m a		1183
1789	Pakawara	star	wiʃtima	wiʃtima	w i ʃ t i + m a		1183
1790	Kakataibo	star	ispa	ispa	i s p a		1183
1791	Kaxarari	star	ʂainlali	ʂainlali	ʂ a i n l a l i		1187
1792	Mastanawa	star	ɨʂta	ɨʂta	ɨ ʂ t a		1183
1793	Chaninawa	star	ɸiʃi	ɸiʃi	ɸ i ʃ i		1183
1794	Sharanawa	star	iʃtɨn	iʃtɨn	i ʃ t ɨ n		1183
1795	Amawaka	star	wiʃi	wiʃi	w i ʃ i		1183
1796	Nawa	star	ɸiʃi	ɸiʃi	ɸ i ʃ i		1183
1797	Marinawa	star	ɸiʃi	ɸiʃi	ɸ i ʃ i		1183
1798	Yaminawa	star	iʃtiwɨɾu	iʃtiwɨɾu	i ʃ t i + w ɨ ɾ u		1183
1799	Kashinawa_P	star	βiʃi	βiʃi	β i ʃ i		1183
1800	Kashinawa_B	star	βiʂi	βiʂi	β i ʂ i		1183
1251	Matses	stick [of wood]	kueste	kueste	k u e s + t e		1193
1252	Matis	stick [of wood]	kueste	kueste	k u e s + t e		1193
1253	Marubo	stick [of wood]	tʃinti	tʃinti	tʃ i n t i		1194
1254	Shipibo_Konibo	stick [of wood]	hiwi	hiwi	h i w i		1191
1255	Kapanawa	stick [of wood]	hiwi	hiwi	h i w i		69
1256	Shanenawa	stick [of wood]	iɸi	iɸi	i ɸ i		1191
1257	Yawanawa	stick [of wood]	iβi	iβi	i β i		1191
1258	Nukini	stick [of wood]	iβi	iβi	i β i		1191
1259	Iskonawa	stick [of wood]	iwi	iwi	i w i		1191
1260	Chakobo	stick [of wood]	hiwi	hiwi	h i w i		1191
1261	Pakawara	stick [of wood]	iwi	iwi	i w i		1191
1262	Kakataibo	stick [of wood]	i	i	i		1191
1263	Kaxarari	stick [of wood]	hiwi	hiwi	h i w i		1191
1264	Mastanawa	stick [of wood]	iwi	iwi	i w i		1191
1265	Chaninawa	stick [of wood]	iβi	iβi	i β i		1191
1266	Sharanawa	stick [of wood]	iwi	iwi	i w i		1191
1267	Amawaka	stick [of wood]	hi	hi	h i		1191
1268	Nawa	stick [of wood]	ibi	ibi	i b i		1191
1269	Marinawa	stick [of wood]	ibi	ibi	i b i		1191
1270	Yaminawa	stick [of wood]	ibi	ibi	i b i		1191
1271	Kashinawa_P	stick [of wood]	hiʔ	hiʔ	h i ʔ		1191
1272	Kashinawa_B	stick [of wood]	hi	hi	h i		423
1273	Araona	stick [of wood]	akui-shokue	akuishokue	a ku/k i + ʃ o ku/k e		1196
1606	Matses	stone	kuɨnote	kuɨnote	k u ɨ n o t e		1203
1607	Matis	stone	maʂaʂ	maʂaʂ	m a ʂ a ʂ		1197
1608	Marubo	stone	ʂaʂu	ʂaʂu	ʂ a ʂ u		1607
1609	Katukina	stone	miski	miski	m i s k i		1198
1610	Shipibo_Konibo	stone	makan	makan	m a k a n		1184
1611	Kapanawa	stone	makan	makan	m a k a n		1184
1612	Shanenawa	stone	mɨʂkiti	mɨʂkiti	m ɨ ʂ k i t i		1198
1613	Yawanawa	stone	maʂaʂɨ	maʂaʂɨ	m a ʂ a ʂ ɨ		1197
1614	Nukini	stone	mɨtɨ	mɨtɨ	m ɨ t ɨ		1202
1615	Poyanawa	stone	ruɨ	ruɨ	r u ɨ		1201
1616	Iskonawa	stone	ruɨ	ruɨ	r u ɨ		1201
1617	Chakobo	stone	maʂaʂa	maʂaʂa	m a ʂ a ʂ a		1197
1618	Pakawara	stone	tumu	tumu	t u m u		1199
1619	Kakataibo	stone	maʂaʂ	maʂaʂ	m a ʂ a ʂ		1197
1620	Kaxarari	stone	ʂaʂu	ʂaʂu	ʂ a ʂ u		1607
1621	Mastanawa	stone	tujri	tujri	t u j r i		1200
1622	Chaninawa	stone	bakɨʂi	bakɨʂi	b a k ɨ ʂ i		1185
1623	Sharanawa	stone	bakɨʂɨ	bakɨʂɨ	b a k ɨ ʂ ɨ		1185
1624	Amawaka	stone	maʔkɨç	maʔkɨç	m a ʔ k ɨ ç		1204
1625	Nawa	stone	tukiɾi	tukiɾi	t u k i ɾ i		1200
1626	Marinawa	stone	tukiɾi	tukiɾi	t u k i ɾ i		1200
1627	Yaminawa	stone	baʔɨʂ	baʔɨʂ	b a ʔ ɨ ʂ		1185
1628	Kashinawa_P	stone	miʃki	miʃki	m i ʂ k i		1198
1629	Kashinawa_B	stone	miʂki	miʂki	m i ʂ k i		1198
1630	Araona	stone	majana	majana	m a j a n a		1205
3579	Matses	straight	kue	kue	k u e		1210
3580	Matis	straight	kue	kue	k u e		1210
3581	Marubo	straight	mɨki	mɨki	m ɨ k i		1212
3582	Katukina	straight	muki	muki	m u k i		1212
3583	Shipibo_Konibo	straight	puntɨ	puntɨ	p u n t ɨ		1208
3584	Kapanawa	straight	puntɨ	puntɨ	p u n t ɨ		1208
3585	Shanenawa	straight	mɨstɨn	mɨstɨ	m ɨ s t ɨ		1206
3586	Yawanawa	straight	mistan	mistan	m i s t a n		1206
3587	Chakobo	straight	mɨstɨ	mɨstɨ	m ɨ s t ɨ		1206
3588	Kakataibo	straight	puntɨ	puntɨ	p u n t ɨ		1208
3589	Kaxarari	straight	kayakã	kayakã	k a j a k ã		1207
3590	Mastanawa	straight	kajaʔaɸi	kajaʔaɸi	k a j a ʔ a ɸ i		1207
3591	Chaninawa	straight	bɨstɨ	bɨstɨ	b ɨ s t ɨ		1206
3592	Sharanawa	straight	kajaka	kajaka	k a j a k a		1207
3593	Amawaka	straight	mɨstɨ	mɨstɨ	m ɨ s t ɨ		1206
3594	Nawa	straight	wɨsti	wɨsti	w ɨ s t i		1206
3595	Marinawa	straight	bɨstɨ	bɨstɨ	b ɨ s t ɨ		1206
3596	Yaminawa	straight	mɨstɨj	mɨstɨj	m ɨ s t ɨ		1206
3597	Kashinawa_P	straight	justuma	justuma	j u s t u m a		1211
3598	Kashinawa_B	straight	yuʂtuma	juʂtuma	j u ʂ t u m a		1211
3599	Araona	straight	ateli	ateli	a t e l i		1213
3600	Araona	straight	apia	apia	a p i a		1209
3216	Matses	suck	tʃiʃ	tʃiʃ	tʃ i ʃ		1220
3217	Matis	suck	tʃiʃ	tʃiʃ	tʃ i ʃ		1220
3218	Marubo	suck	ujua	ujua	u j u		1218
3219	Katukina	suck	aki	aki	a k i		1223
3220	Katukina	suck	kuku	kuku	k u k u		1217
3221	Shipibo_Konibo	suck	βia	βia	β i a		1222
3222	Shipibo_Konibo	suck	uyu	uyu	u j u		1218
3223	Kapanawa	suck	kuku	kuku	k u + k u		1217
3224	Kapanawa	suck	uyu	uyu	u j u		1218
3225	Shanenawa	suck	kuku	kuku	k u k u		1217
3226	Yawanawa	suck	kuku	kuku	k u k u		1217
3227	Poyanawa	suck	kuku	kuku	k u k u		1217
3228	Iskonawa	suck	kuku	kuku	k u k u		1217
3229	Chakobo	suck	tsupa?a	tsupaʔa	ts u p a ʔ a		1610
3230	Kakataibo	suck	uɲu	ku	k u		1218
3231	Mastanawa	suck	kuʔu	kuʔu	k u ʔ u		1217
3232	Chaninawa	suck	kukuj	kuku	k u k u		1217
3233	Sharanawa	suck	kuku(w)i	kukui	k u k u		1217
3234	Amawaka	suck	kuʔku	kuku	k u k u		1217
3235	Nawa	suck	kuku	kuku	k u k u		1217
3236	Marinawa	suck	kuku	kuku	k u k u		1217
3237	Yaminawa	suck	kuʔuwi	kuʔuwi	k u ʔ u		1217
3238	Kashinawa_P	suck	kuku	kuku	k u k u		1217
3239	Araona	suck	bibi	bibi	b i b i		1225
1750	Matses	sun	uʂɨ	uʂɨ	u ʂ ɨ		1230
1751	Matis	sun	tanun	tanun	t a n u n		1229
1752	Marubo	sun	βari	βari	β a r i		1226
1753	Katukina	sun	βari	βari	β a r i		1226
1754	Kanamari	sun	βari	βari	β a r i		1226
1755	Shipibo_Konibo	sun	βari	βari	β a r i		1226
1756	Kapanawa	sun	βari	βari	β a r i		1226
1757	Shanenawa	sun	ɸari	ɸari	ɸ a r i		1226
1758	Yawanawa	sun	βari	βari	β a r i		1226
1759	Nukini	sun	βari	βari	β a r i		1226
1760	Poyanawa	sun	βari	βari	β a r i		1226
1761	Iskonawa	sun	βaɾi	βaɾi	β a ɾ i		1226
1762	Chakobo	sun	βari	βari	β a r i		1226
1763	Pakawara	sun	wari	wari	w a r i		1226
1764	Kakataibo	sun	βari	βari	β a r i		1226
1765	Kaxarari	sun	watʃi	watʃi	w a tʃ i		1227
1766	Mastanawa	sun	ɸaɾi	ɸaɾi	ɸ a ɾ i		1226
1767	Chaninawa	sun	ɸaɾi	ɸaɾi	ɸ a ɾ i		1226
1768	Sharanawa	sun	ɸaɾi	ɸaɾi	ɸ a ɾ i		1226
1769	Amawaka	sun	waɾi	waɾi	w a ɾ i		1226
1770	Nawa	sun	ɸaɾi	ɸaɾi	ɸ a ɾ i		1226
1771	Marinawa	sun	ɸaɾi	ɸaɾi	ɸ a ɾ i		1226
1772	Yaminawa	sun	ʂɨdi	ʂɨdi	ʂ ɨ d i		1612
1773	Kashinawa_P	sun	βaɾi	βaɾi	β a ɾ i		1226
1774	Kashinawa_B	sun	βadi	βadi	β a d i		1226
1775	Araona	sun	zeti	zeti	z e t i		1612
3331	Matses	swell	βidiske	βidiske	β i d i s k e		1232
3332	Matis	swell	βidiske	βidiske	β i d i + s k e		1232
3333	Marubo	swell	suru	suru	s u r u		1234
3334	Shipibo_Konibo	swell	ɨstɨa	ɨstɨa	ɨ s t ɨ a		1615
3335	Shipibo_Konibo	swell	suika	suika	s u i k a		1231
3336	Kapanawa	swell	suiti	sui	s u i		1231
3337	Kapanawa	swell	suruti	suru	s u r u		1234
3338	Yawanawa	swell	suika	suika	s u i k a		1231
3339	Iskonawa	swell	suik	suik	s u i k		1231
3340	Chakobo	swell	bai	bai	b a i		1239
3341	Kakataibo	swell	tiskiti	tiski	t i s k i		1228
3342	Mastanawa	swell	ɸaɾaʃia	ɸaɾaʃia	ɸ a ɾ a ʃ i a		1613
3343	Chaninawa	swell	ɸaɾaʂika	ɸaɾaʂika	ɸ a ɾ a ʂ i k a		1613
3344	Sharanawa	swell	su:ika	suika	s u i k a		1231
3345	Amawaka	swell	nuwa	nuwa	n u w a		1237
3346	Nawa	swell	ɸaɾaʃi	ɸaɾaʃi	ɸ a ɾ a ʃ i		1613
3347	Marinawa	swell	ɸaɾaʂɨka	ɸaɾaʂɨka	ɸ a ɾ a ʂ ɨ k a		1613
3348	Yaminawa	swell	waɾaʃiʔa	waɾaʃiʔa	w a ɾ a ʃ i ʔ a		1613
3349	Kashinawa_P	swell	sujka	suika	s u i k a		1231
3350	Kashinawa_P	swell	ʂaʂa	ʂaʂa	ʂ a ʂ a		1236
3351	Araona	swell	tsope	tsope	ts o p e		1233
3352	Araona	swell	tsopolo	tsopolo	ts o p o l o		1233
2342	Matses	swim	tantan	tantan	t a n t a n		1248
2343	Matis	swim	nun	nun	n u n		1241
2344	Marubo	swim	nuna	nuna	n u n a		1241
2345	Katukina	swim	nuna	nuna	n u n a		1241
2346	Shipibo_Konibo	swim	nunu	nunu	n u n u		1241
2347	Kapanawa	swim	nuna	nuna	n u n a		1241
2348	Shanenawa	swim	tupi	tunpi	t u n p i		1242
2349	Yawanawa	swim	tupin	tupin	t u p i n		1242
2350	Poyanawa	swim	ua	ua	u a		1247
2351	Iskonawa	swim	tunpi	tunpi	t u n p i		1242
2352	Chakobo	swim	aʃi	aʃi	a ʃ i		1245
2353	Chakobo	swim	nono	nono	n o n o		1246
2354	Pakawara	swim	nunan	nunan	n u n a n		1241
2355	Kakataibo	swim	mɨɲu	mɨɲu	m ɨ ɲ u		1250
2356	Kaxarari	swim	natai	natai	n a t a		1249
2357	Mastanawa	swim	tupitjaj	tunpi	t u n p i		1242
2358	Chaninawa	swim	tupi	tupi	t u p i		1242
2359	Sharanawa	swim	tupi	tunpi	t u n p i		1242
2360	Amawaka	swim	pukɨ	pukɨ	p u k ɨ		1243
2361	Nawa	swim	pukɨ	pukɨ	p u k ɨ		1243
2362	Marinawa	swim	pukɨ	pukɨ	p u k ɨ		1243
2363	Yaminawa	swim	tupitadi	tunpi	t u n p i		1242
2364	Kashinawa_P	swim	nuna	nuna	n u n a		1241
2365	Kashinawa_B	swim	nunai	nunai	n u n a		1241
2366	Araona	swim	waoti	waoti	w a o t i		1252
779	Matses	tail	inkuente	inkuente	i n + k u e n t e		1258
780	Matis	tail	ina	ina	i n + a		1253
781	Marubo	tail	ina	ina	i n + a		1253
782	Kanamari	tail	hina	hina	h i n + a		1253
783	Shipibo_Konibo	tail	hina	hina	h i n + a		1253
784	Kapanawa	tail	hina	hina	h i n + a		1253
785	Shanenawa	tail	ina	ina	i n + a		1253
786	Yawanawa	tail	ina	ina	i n + a		1253
787	Poyanawa	tail	βãti	βãti	β ã t i		1256
788	Iskonawa	tail	ina	ina	i n + a		1253
789	Chakobo	tail	hina	hina	h i n + a		1253
790	Kakataibo	tail	ina	ina	i n + a		1253
791	Kaxarari	tail	tʃina	tʃina	tʃ i n + a		1614
792	Mastanawa	tail	ida	ida	i d + a		1253
793	Chaninawa	tail	ida	ida	i d + a		1253
794	Sharanawa	tail	i:da	i:da	iː d + a		1253
795	Amawaka	tail	hinda	hinda	h i ⁿd + a		1253
796	Nawa	tail	ʦimaʂa	ʦimaʂa	ts i + m a ʂ a		1257
797	Marinawa	tail	inda	inda	i ⁿd + a		1253
798	Yaminawa	tail	tɨdɨ	tɨdɨ	t ɨ d ɨ		1616
799	Kashinawa_P	tail	hina	hina	h i n + a		1253
800	Kashinawa_B	tail	hina	hina	h i n + a		1253
801	Araona	tail	siča	siča	s i tʃ a		1254
2048	Matses	they	a	a	a		1259
2049	Matis	they	a	a	a		1259
2050	Marubo	they	atuβu	atuβu	a + t u + β u		1259
2051	Katukina	they	ha	ha	h a		1259
2052	Shipibo_Konibo	they	ha	ha	h a		1259
2053	Kapanawa	they	ha	ha	h a		1259
2054	Shanenawa	they	a	a	a		1259
2055	Yawanawa	they	a	a	a		1259
2056	Poyanawa	they	a	a	a		1259
2057	Iskonawa	they	a	a	a		1259
2058	Chakobo	they	hatu	hatu	h a + t u		1259
2059	Pakawara	they	a	a	a		1259
2060	Kakataibo	they	atu	atu	a + t u		1259
2061	Kaxarari	they	wautʃitɨwɨ	ua	u a		1618
2062	Mastanawa	they	ua	ua	u a		1618
2063	Chaninawa	they	naɸu	naɸu	n a + ɸ u		1259
2064	Sharanawa	they	ua	ua	u a		1618
2065	Amawaka	they	ua	ua	u a		1618
2066	Nawa	they	daɸu	daɸu	d a + ɸ u		1262
2067	Marinawa	they	uatũ	uatũ	u a + t ũ		1618
2068	Yaminawa	they	dahu	dahu	d a + h u		1262
2069	Kashinawa_P	they	haβu	haβu	h a + β u		1259
2070	Kashinawa_B	they	ha	ha	h a		1259
2071	Araona	they	watseda	watseda	w a ts e d a		1618
2072	Araona	they	naeda	naeda	n a e d a		1262
4001	Matses	thick	nua	nua	n u a		1268
4002	Matis	thick	noa	noa	n o a		1268
4003	Marubo	thick	ani	ani	a n i		1274
4004	Shipibo_Konibo	thick	kɨʂtu	kɨʂtu	k ɨ ʂ t u		1266
4005	Kapanawa	thick	kɨʂtu	kɨʂtu	k ɨ ʂ t u		1266
4006	Shanenawa	thick	kɨʂtu	kɨʂtu	k ɨ ʂ t u		1266
4007	Yawanawa	thick	ɨwapa	ɨwapa	ɨ w a p a		1267
4008	Poyanawa	thick	hukumba	hukumba	h u k u m b a		1273
4009	Chakobo	thick	uti	uti	u t i		1260
4010	Kakataibo	thick	kɨʃto	kɨʃto	k ɨ ʃ t o		1266
4011	Kaxarari	thick	lakĩ	lakĩ	l a k ĩ		1275
4012	Mastanawa	thick	ɨwapa	ɨwapa	ɨ w a p a		1267
4013	Chaninawa	thick	iwapa	iwapa	i w a p a		1267
4014	Sharanawa	thick	kɨʂtu	kɨʂtu	k ɨ ʂ t u		1266
4015	Amawaka	thick	kɨçtu	kɨçtu	k ɨ ç t u		1266
4016	Nawa	thick	kɨʂtu	kɨʂtu	k ɨ ʂ t u		1266
4017	Marinawa	thick	kɨʂtu	kɨʂtu	k ɨ ʂ t u		1266
4018	Yaminawa	thick	ɨwapa	ɨwapa	ɨ w a p a		1267
4019	Kashinawa_P	thick	kɨʂtu	kɨʂtu	k ɨ ʂ t u		1266
4020	Kashinawa_B	thick	iwapaʂani	iwapaʂani	i w a p a ʂ a n i		1267
4021	Araona	thick	apamotiji	apamotiji	a p a m o t i j i		1272
4048	Matses	thin	kasi	kasi	k a s i		1279
4049	Matis	thin	kasi	kasi	k a s i		1279
4050	Marubo	thin	iʃtuʃta	iʃtuʃta	i ʃ t u ʃ t a		1277
4051	Marubo	thin	anima	anima	a n i + m a		1284
4052	Katukina	thin	txuu	txuu	tx/ʈʂ uː		1292
4053	Shipibo_Konibo	thin	wiriʃ	wiriʃ	w i r i ʃ		1278
4054	Kapanawa	thin	paʂβi	paʂβi	p a ʂ β i		1290
4055	Kapanawa	thin	wiriʃ	wiriʃ	w i r i ʃ		1278
4056	Shanenawa	thin	maina	maina	m a i n a		1283
4057	Yawanawa	thin	maina	maina	m a i n a		1283
4058	Nukini	thin	pahna	pahna	p a h n a		1288
4059	Poyanawa	thin	imbata	imbata	i m b a t a		1285
4060	Iskonawa	thin	imata	imata	i m a t a		1285
4061	Chakobo	thin	siwiki	siwiki	s i w i k i		1294
4062	Chakobo	thin	βɨʂpa	βɨʂpa	β ɨ ʂ p a		1286
4063	Kakataibo	thin	βɨntsin	βɨntsin	β ɨ n ts i n		1280
4064	Kaxarari	thin	lakima	lakima	l a k i m a		1284
4065	Mastanawa	thin	iɾabada	iɾabada	i ɾ a b a d a		1282
4066	Chaninawa	thin	ʂauʂta	ʂauʂta	ʂ a u ʂ t a		1619
4067	Sharanawa	thin	ʂauʂta	ʂauʂta	ʂ a u ʂ t a		1619
4068	Amawaka	thin	wɨçna	wɨçna	w ɨ ç n a		1280
4069	Nawa	thin	kawaʃaɾa	kawaʃaɾa	k a w a ʃ a ɾ a		1289
4070	Marinawa	thin	ʂauʂta	ʂauʂta	ʂ a u ʂ t a		1619
4071	Marinawa	thin	ɸuʂnaʂta	ɸuʂnaʂta	ɸ ɨ ʂ n a ʂ t a		1277
4072	Yaminawa	thin	iɾabada	iɾabada	i ɾ a b a d a		1282
4073	Kashinawa_P	thin	mɨsi	mɨsi	m ɨ s i		1279
4074	Kashinawa_B	thin	mɨsipiʂta	mɨsipiʂta	m ɨ s i p i ʂ t a		1277
4075	Araona	thin	lasalasa	lasalasa	l a s a l a s a		1291
3065	Matses	think	tantia	tanti	t a n t i		1302
3066	Matis	think	sinan	sinan	s i n a n		1295
3067	Marubo	think	ʃina	ʃina	ʃ i n a		1295
3068	Katukina	think	xina	xina	x/ʂ i n a		1295
3069	Shipibo_Konibo	think	ʃinan	ʃinan	ʃ i n a n		1295
3070	Kapanawa	think	ʃinan	ʃinan	ʃ i n a n		1295
3071	Shanenawa	think	ʃinan	ʃinan	ʃ i n a n		1295
3072	Yawanawa	think	ʃinan	ʃinan	ʃ i n a n		1295
3073	Iskonawa	think	ʃinan	ʃinan	ʃ i n a n		1295
3074	Chakobo	think	ʃina	ʃina	ʃ i n a		1295
3075	Kakataibo	think	sinan	sinan	s i n a n		1295
3076	Kaxarari	think	ʂinã	ʂinã	ʂ i n ã		1295
3077	Mastanawa	think	ʃina	ʃina	ʃ i n a		1295
3078	Chaninawa	think	ʃinaj	ʃinan	ʃ i n a n		1295
3079	Sharanawa	think	ʃinain	ʃinan	ʃ i n a n		1295
3080	Amawaka	think	ʃinan	ʃinan	ʃ i n a n		1295
3081	Nawa	think	ʃina	ʃina	ʃ i n a		1295
3082	Marinawa	think	ʃina	ʃina	ʃ i n a		1295
3083	Yaminawa	think	ʃina	ʃina	ʃ i n a		1295
3084	Kashinawa_P	think	ʃina	ʃina	ʃ i n a		1295
3085	Kashinawa_B	think	ʃinã	ʃinã	ʃ i n ã		1295
3086	Araona	think	bame	bame	b a m e		1297
3087	Araona	think	nime-a	nimea	n i m e a		1300
3088	Araona	think	tsipo	tsipo	ts i p o		1298
2119	Matses	this	nɨid	nɨid	n ɨ i d		1307
2120	Matis	this	nɨkid	nɨkid	n ɨ + k i d		1307
2121	Marubo	this	na	na	n a		1305
2122	Katukina	this	nia	nia	n i a		1622
2123	Shipibo_Konibo	this	natu	natu	n a + t u		1305
2124	Kapanawa	this	nɨa	nɨa	n ɨ a		1622
2125	Shanenawa	this	na	na	n a		1305
2126	Yawanawa	this	na	na	n a		1305
2127	Iskonawa	this	na	na	n a		1305
2128	Chakobo	this	na	na	n a		1305
2129	Kakataibo	this	ɨnɨ	ɨnɨ	ɨ n ɨ		1620
2130	Kaxarari	this	liya	liya	l i j a		1306
2131	Kaxarari	this	yaka	yaka	j a k a		1306
2132	Mastanawa	this	da	da	d a		1305
2133	Chaninawa	this	da	da	d a		1305
2134	Sharanawa	this	da	da	d a		1305
2135	Amawaka	this	na	na	n a		1305
2136	Nawa	this	da	da	d a		1305
2137	Marinawa	this	da	da	d a		1305
2138	Yaminawa	this	da	da	d a		1305
2139	Kashinawa_P	this	na	na	n a		1305
2140	Araona	this	dya	dya	d j a		1622
2141	Araona	this	ma	ma	m a		1311
2142	Araona	this	ojo	ojo	o j o		1312
1947	Matses	thou [you]	mi	mi	m i		1313
1948	Matis	thou [you]	mi	mi	m i		1313
1949	Marubo	thou [you]	mia	mia	m i a		1313
1950	Katukina	thou [you]	mia	mia	m i a		1313
1951	Shipibo_Konibo	thou [you]	mi	mi	m i		1313
1952	Kapanawa	thou [you]	mi	mi	m i		1313
1953	Shanenawa	thou [you]	mi	mi	m i		1313
1954	Yawanawa	thou [you]	mi	mi	m i		1313
1955	Nukini	thou [you]	mi	mi	m i		1313
1956	Poyanawa	thou [you]	mi	mi	m i		1313
1957	Iskonawa	thou [you]	mi	mi	m i		1313
1958	Chakobo	thou [you]	mi	mi	m i		1313
1959	Pakawara	thou [you]	mi	mi	m i		1313
1960	Kakataibo	thou [you]	mi	mi	m i		1313
1961	Kaxarari	thou [you]	mihi	mihi	m i h i		1313
1962	Mastanawa	thou [you]	mi	mi	m i		1313
1963	Chaninawa	thou [you]	mi	mi	m i		1313
1964	Sharanawa	thou [you]	mi	mi	m i		1313
1965	Amawaka	thou [you]	mija	mija	m i j a		1313
1966	Nawa	thou [you]	mi	mi	m i		1313
1967	Marinawa	thou [you]	mi	mi	m i		1313
1968	Yaminawa	thou [you]	mi	mi	m i		1313
1969	Kashinawa_P	thou [you]	mi	mi	m i		1313
1970	Kashinawa_B	thou [you]	mi	mi	m i		1313
1971	Araona	thou [you]	mi	mi	m i		1313
2541	Matses	throw	ne	ne	n e		1316
2542	Matis	throw	ne	ne	n e		1316
2543	Marubo	throw	untʃi	untʃi	u n tʃ i		1320
2544	Shipibo_Konibo	throw	puta	puta	p u t a		1314
2545	Kapanawa	throw	tsaka	tsaka	ts a k a		1315
2546	Shanenawa	throw	puta	puta	p u t a		1314
2547	Yawanawa	throw	puta	puta	p u t a		1314
2548	Poyanawa	throw	puta	puta	p u t a		1314
2549	Iskonawa	throw	miɾi	miɾi	m i ɾ i		1318
2550	Chakobo	throw	nia	nia	n i a		1316
2551	Kakataibo	throw	pu	pu	p u		1314
2552	Kaxarari	throw	nial	nia	n i a		1321
2553	Mastanawa	throw	puta	puta	p u t a		1314
2554	Mastanawa	throw	tsaka	tsaka	ts a k a		1315
2555	Chaninawa	throw	t͡saka	t͡saka	ts a k a		1315
2556	Sharanawa	throw	puta	puta	p u t a		1314
2557	Amawaka	throw	t͡saka	t͡saka	ts a k a		1315
2558	Nawa	throw	puta	puta	p u t a		1314
2559	Marinawa	throw	puta	puta	p u t a		1314
