ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	AUTOCOGID	AUTOSCAID
3261	Amawaka	swell	nuwa	nuwa	n u w a		770	548
3262	Nawa	swell	ɸaɾaʃi	ɸaɾaʃi	ɸ a ɾ a ʃ i		772	550
3263	Marinawa	swell	ɸaɾaʂɨka	ɸaɾaʂɨka	ɸ a ɾ a ʂ ɨ k a		772	550
3264	Yaminawa	swell	waɾaʃiʔa	waɾaʃiʔa	w a ɾ a ʃ i ʔ a		772	550
3265	Kashinawa_P	swell	sujka	suika	s u i k a		772	551
3266	Kashinawa_P	swell	ʂaʂa	ʂaʂa	ʂ a ʂ a		776	551
2300	Matses	swim	tantan	tantan	t a n t a n		783	554
2301	Matis	swim	nun	nun	n u n		781	556
2302	Marubo	swim	nuna	nuna	n u n a		781	556
2303	Katukina	swim	nuna	nuna	n u n a		781	556
2304	Shipibo_Konibo	swim	nunu	nunu	n u n u		781	556
2305	Kapanawa	swim	nuna	nuna	n u n a		781	556
2306	Arara	swim	tupi	tupi	t u p i		778	554
2307	Shanenawa	swim	tupi	tunpi	t u n p i		778	554
2308	Yawanawa	swim	tupin	tupin	t u p i n		778	554
2309	Poyanawa	swim	ua	ua	u a		784	557
2310	Iskonawa	swim	tunpi	tunpi	t u n p i		778	554
2311	Chakobo	swim	aʃi	aʃi	a ʃ i		779	555
2312	Chakobo	swim	nono	nono	n o n o		781	556
2313	Pakawara	swim	nunan	nunan	n u n a n		781	556
2314	Kakataibo	swim	mɨɲu	mɨɲu	m ɨ ɲ u		780	556
2315	Kaxarari	swim	natai	natai	n a t a		782	556
2316	Mastanawa	swim	tupitjaj	tunpi	t u n p i		778	554
2317	Chaninawa	swim	tupi	tupi	t u p i		778	554
2318	Sharanawa	swim	tupi	tunpi	t u n p i		778	554
2319	Amawaka	swim	pukɨ	pukɨ	p u k ɨ		777	553
2320	Nawa	swim	pukɨ	pukɨ	p u k ɨ		777	553
2321	Marinawa	swim	pukɨ	pukɨ	p u k ɨ		777	553
2322	Yaminawa	swim	tupitadi	tunpi	t u n p i		778	554
2323	Kashinawa_P	swim	nuna	nuna	n u n a		781	556
2324	Kashinawa_B	swim	nunai	nunai	n u n a		781	556
766	Matses	tail	inkuente	inkuente	i n k u e n t e		786	560
767	Matis	tail	ina	ina	i n a		785	559
768	Marubo	tail	ina	ina	i n a		785	559
769	Kanamari	tail	hina	hina	h i n a		785	559
770	Shipibo_Konibo	tail	hina	hina	h i n a		785	559
771	Kapanawa	tail	hina	hina	h i n a		785	559
772	Arara	tail	inda	inda	i ⁿd a		785	558
773	Shanenawa	tail	ina	ina	i n a		785	559
774	Yawanawa	tail	ina	ina	i n a		785	559
775	Poyanawa	tail	βãti	βãti	β ã t i		788	558
776	Iskonawa	tail	ina	ina	i n a		785	559
777	Chakobo	tail	hina	hina	h i n a		785	559
778	Kakataibo	tail	ina	ina	i n a		785	559
779	Kaxarari	tail	tʃina	tʃina	tʃ i n a		785	559
780	Mastanawa	tail	ida	ida	i d a		785	558
781	Chaninawa	tail	ida	ida	i d a		785	558
782	Sharanawa	tail	i:da	i:da	iː d a		785	558
783	Amawaka	tail	hinda	hinda	h i ⁿd a		785	558
784	Nawa	tail	ʦimaʂa	ʦimaʂa	ts i m a ʂ a		787	561
785	Marinawa	tail	inda	inda	i ⁿd a		785	558
786	Yaminawa	tail	tɨdɨ	tɨdɨ	t ɨ d ɨ		789	558
787	Kashinawa_P	tail	hina	hina	h i n a		785	559
788	Kashinawa_B	tail	hina	hina	h i n a		785	559
2023	Matses	they	a	a	a		793	562
2024	Matis	they	a	a	a		793	562
2025	Marubo	they	atuβu	atuβu	a t u β u		792	563
2026	Katukina	they	ha	ha	h a		791	563
2027	Shipibo_Konibo	they	ha	ha	h a		791	563
2028	Kapanawa	they	ha	ha	h a		791	563
2029	Shanenawa	they	a	a	a		793	562
2030	Yawanawa	they	a	a	a		793	562
2031	Poyanawa	they	a	a	a		793	562
2032	Iskonawa	they	a	a	a		793	562
2033	Chakobo	they	hatu	hatu	h a t u		791	563
2034	Pakawara	they	a	a	a		793	562
2035	Kakataibo	they	atu	atu	a t u		792	563
2036	Kaxarari	they	wautʃitɨwɨ	ua	u a		790	562
2037	Mastanawa	they	ua	ua	u a		790	562
2038	Chaninawa	they	naɸu	naɸu	n a ɸ u		792	563
2039	Sharanawa	they	ua	ua	u a		790	562
2040	Amawaka	they	ua	ua	u a		790	562
2041	Nawa	they	daɸu	daɸu	d a ɸ u		792	563
2042	Marinawa	they	uatũ	uatũ	u a t ũ		790	563
2043	Yaminawa	they	dahu	dahu	d a h u		794	563
2044	Kashinawa_P	they	haβu	haβu	h a β u		791	563
2045	Kashinawa_B	they	ha	ha	h a		791	563
3898	Matses	thick	nua	nua	n u a		800	568
3899	Matis	thick	noa	noa	n o a		800	568
3900	Marubo	thick	ani	ani	a n i		799	568
3901	Shipibo_Konibo	thick	kɨʂtu	kɨʂtu	k ɨ ʂ t u		795	564
3902	Kapanawa	thick	kɨʂtu	kɨʂtu	k ɨ ʂ t u		795	564
3903	Arara	thick	iwapa ʃandi	iwapa ʃandi	i w a p a ʃ a ⁿd i		796	565
3904	Shanenawa	thick	kɨʂtu	kɨʂtu	k ɨ ʂ t u		795	564
3905	Yawanawa	thick	ɨwapa	ɨwapa	ɨ w a p a		796	565
3906	Poyanawa	thick	hukumba	hukumba	h u k u m b a		801	569
3907	Chakobo	thick	uti	uti	u t i		797	566
3908	Kakataibo	thick	kɨʃto	kɨʃto	k ɨ ʃ t o		795	564
3909	Kaxarari	thick	lakĩ	lakĩ	l a k ĩ		798	567
3910	Mastanawa	thick	ɨwapa	ɨwapa	ɨ w a p a		796	565
3911	Chaninawa	thick	iwapa	iwapa	i w a p a		796	565
3912	Sharanawa	thick	kɨʂtu	kɨʂtu	k ɨ ʂ t u		795	564
3913	Amawaka	thick	kɨçtu	kɨçtu	k ɨ ç t u		795	564
3914	Nawa	thick	kɨʂtu	kɨʂtu	k ɨ ʂ t u		795	564
3915	Marinawa	thick	kɨʂtu	kɨʂtu	k ɨ ʂ t u		795	564
3916	Yaminawa	thick	ɨwapa	ɨwapa	ɨ w a p a		796	565
3917	Kashinawa_P	thick	kɨʂtu	kɨʂtu	k ɨ ʂ t u		795	564
3918	Kashinawa_B	thick	iwapaʂani	iwapaʂani	i w a p a ʂ a n i		796	565
3945	Matses	thin	kasi	kasi	k a s i		809	574
3946	Matis	thin	kasi	kasi	k a s i		809	574
3947	Marubo	thin	iʃtuʃta	iʃtuʃta	i ʃ t u ʃ t a		802	572
3948	Marubo	thin	anima	anima	a n i m a		808	576
3949	Katukina	thin	txuu	txuu	tx/ʈʂ uː		807	575
3950	Shipibo_Konibo	thin	wiriʃ	wiriʃ	w i r i ʃ		812	578
3951	Kapanawa	thin	paʂβi	paʂβi	p a ʂ β i		806	570
3952	Kapanawa	thin	wiriʃ	wiriʃ	w i r i ʃ		812	578
3953	Arara	thin	βɨʃna	βɨʃna	β ɨ ʃ n a		802	570
3954	Shanenawa	thin	maina	maina	m a i n a		811	577
3955	Yawanawa	thin	maina	maina	m a i n a		811	577
3956	Nukini	thin	pahna	pahna	p a h n a		802	570
3957	Poyanawa	thin	imbata	imbata	i m b a t a		804	573
3958	Iskonawa	thin	imata	imata	i m a t a		804	573
3959	Chakobo	thin	siwiki	siwiki	s i w i k i		803	571
3960	Chakobo	thin	βɨʂpa	βɨʂpa	β ɨ ʂ p a		813	570
3961	Kakataibo	thin	βɨntsin	βɨntsin	β ɨ n ts i n		805	570
3962	Kaxarari	thin	lakima	lakima	l a k i m a		808	576
3963	Mastanawa	thin	iɾabada	iɾabada	i ɾ a b a d a		804	573
3964	Chaninawa	thin	ʂauʂta	ʂauʂta	ʂ a u ʂ t a		802	572
3965	Sharanawa	thin	ʂauʂta	ʂauʂta	ʂ a u ʂ t a		802	572
3966	Amawaka	thin	wɨçna	wɨçna	w ɨ ç n a		802	570
3967	Nawa	thin	kawaʃaɾa	kawaʃaɾa	k a w a ʃ a ɾ a		810	574
3968	Marinawa	thin	ʂauʂta	ʂauʂta	ʂ a u ʂ t a		802	572
3969	Marinawa	thin	ɸuʂnaʂta	ɸuʂnaʂta	ɸ ɨ ʂ n a ʂ t a		802	572
3970	Yaminawa	thin	iɾabada	iɾabada	i ɾ a b a d a		804	573
3971	Kashinawa_P	thin	mɨsi	mɨsi	m ɨ s i		802	574
3972	Kashinawa_B	thin	mɨsipiʂta	mɨsipiʂta	m ɨ s i p i ʂ t a		802	572
2990	Matses	think	tantia	tanti	t a n t i		815	580
2991	Matis	think	sinan	sinan	s i n a n		814	579
2992	Marubo	think	ʃina	ʃina	ʃ i n a		814	579
2993	Katukina	think	xina	xina	x/ʂ i n a		814	579
2994	Shipibo_Konibo	think	ʃinan	ʃinan	ʃ i n a n		814	579
2995	Kapanawa	think	ʃinan	ʃinan	ʃ i n a n		814	579
2996	Arara	think	ʃinã	ʃinã	ʃ i n ã		814	579
2997	Shanenawa	think	ʃinan	ʃinan	ʃ i n a n		814	579
2998	Yawanawa	think	ʃinan	ʃinan	ʃ i n a n		814	579
2999	Iskonawa	think	ʃinan	ʃinan	ʃ i n a n		814	579
3000	Chakobo	think	ʃina	ʃina	ʃ i n a		814	579
3001	Kakataibo	think	sinan	sinan	s i n a n		814	579
3002	Kaxarari	think	ʂinã	ʂinã	ʂ i n ã		814	579
3003	Mastanawa	think	ʃina	ʃina	ʃ i n a		814	579
3004	Chaninawa	think	ʃinaj	ʃinan	ʃ i n a n		814	579
3005	Sharanawa	think	ʃinain	ʃinan	ʃ i n a n		814	579
3006	Amawaka	think	ʃinan	ʃinan	ʃ i n a n		814	579
3007	Nawa	think	ʃina	ʃina	ʃ i n a		814	579
3008	Marinawa	think	ʃina	ʃina	ʃ i n a		814	579
3009	Yaminawa	think	ʃina	ʃina	ʃ i n a		814	579
3010	Kashinawa_P	think	ʃina	ʃina	ʃ i n a		814	579
3011	Kashinawa_B	think	ʃinã	ʃinã	ʃ i n ã		814	579
2089	Matses	this	nɨid	nɨid	n ɨ i d		818	581
2090	Matis	this	nɨkid	nɨkid	n ɨ k i d		818	581
2091	Marubo	this	na	na	n a		816	581
2092	Katukina	this	nia	nia	n i a		816	581
2093	Shipibo_Konibo	this	natu	natu	n a t u		816	581
2094	Kapanawa	this	nɨa	nɨa	n ɨ a		816	581
2095	Shanenawa	this	na	na	n a		816	581
2096	Yawanawa	this	na	na	n a		816	581
2097	Iskonawa	this	na	na	n a		816	581
2098	Chakobo	this	na	na	n a		816	581
2099	Kakataibo	this	ɨnɨ	ɨnɨ	ɨ n ɨ		816	581
2100	Kaxarari	this	liya	liya	l i j a		817	583
2101	Kaxarari	this	yaka	yaka	j a k a		817	584
2102	Mastanawa	this	da	da	d a		816	582
2103	Chaninawa	this	da	da	d a		816	582
2104	Sharanawa	this	da	da	d a		816	582
2105	Amawaka	this	na	na	n a		816	581
2106	Nawa	this	da	da	d a		816	582
2107	Marinawa	this	da	da	d a		816	582
2108	Yaminawa	this	da	da	d a		816	582
2109	Kashinawa_P	this	na	na	n a		816	581
1927	Matses	thou [you]	mi	mi	m i		819	585
1928	Matis	thou [you]	mi	mi	m i		819	585
1929	Marubo	thou [you]	mia	mia	m i a		819	585
1930	Katukina	thou [you]	mia	mia	m i a		819	585
1931	Shipibo_Konibo	thou [you]	mi	mi	m i		819	585
1932	Kapanawa	thou [you]	mi	mi	m i		819	585
1933	Arara	thou [you]	mi	mi	m i		819	585
1934	Shanenawa	thou [you]	mi	mi	m i		819	585
1935	Yawanawa	thou [you]	mi	mi	m i		819	585
1936	Nukini	thou [you]	mi	mi	m i		819	585
1937	Poyanawa	thou [you]	mi	mi	m i		819	585
1938	Iskonawa	thou [you]	mi	mi	m i		819	585
1939	Chakobo	thou [you]	mi	mi	m i		819	585
1940	Pakawara	thou [you]	mi	mi	m i		819	585
1941	Kakataibo	thou [you]	mi	mi	m i		819	585
1942	Kaxarari	thou [you]	mihi	mihi	m i h i		819	585
1943	Mastanawa	thou [you]	mi	mi	m i		819	585
1944	Chaninawa	thou [you]	mi	mi	m i		819	585
1945	Sharanawa	thou [you]	mi	mi	m i		819	585
1946	Amawaka	thou [you]	mija	mija	m i j a		819	585
1947	Nawa	thou [you]	mi	mi	m i		819	585
1948	Marinawa	thou [you]	mi	mi	m i		819	585
1949	Yaminawa	thou [you]	mi	mi	m i		819	585
1950	Kashinawa_P	thou [you]	mi	mi	m i		819	585
1951	Kashinawa_B	thou [you]	mi	mi	m i		819	585
2493	Matses	throw	ne	ne	n e		821	587
2494	Matis	throw	ne	ne	n e		821	587
2495	Marubo	throw	untʃi	untʃi	u n tʃ i		824	589
2496	Shipibo_Konibo	throw	puta	puta	p u t a		823	589
2497	Kapanawa	throw	tsaka	tsaka	ts a k a		820	586
2498	Shanenawa	throw	puta	puta	p u t a		823	589
2499	Yawanawa	throw	puta	puta	p u t a		823	589
2500	Poyanawa	throw	puta	puta	p u t a		823	589
2501	Iskonawa	throw	miɾi	miɾi	m i ɾ i		822	588
2502	Chakobo	throw	nia	nia	n i a		821	587
2503	Kakataibo	throw	pu	pu	p u		823	589
2504	Kaxarari	throw	nial	nia	n i a		821	587
2505	Mastanawa	throw	puta	puta	p u t a		823	589
2506	Mastanawa	throw	tsaka	tsaka	ts a k a		820	586
2507	Chaninawa	throw	t͡saka	t͡saka	ts a k a		820	586
2508	Sharanawa	throw	puta	puta	p u t a		823	589
2509	Amawaka	throw	t͡saka	t͡saka	ts a k a		820	586
2510	Nawa	throw	puta	puta	p u t a		823	589
2511	Marinawa	throw	puta	puta	p u t a		823	589
2512	Yaminawa	throw	puʔta	puʔta	p u ʔ t a		823	589
2513	Yaminawa	throw	tsaʔa	tsaʔa	ts a ʔ a		820	586
2514	Kashinawa_P	throw	puta	puta	p u t a		823	589
2515	Kashinawa_P	throw	tsaka	tsaka	ts a k a		820	586
2860	Matses	tie [verb]	nɨʂ	nɨʂ	n ɨ ʂ		825	590
2861	Matis	tie [verb]	nɨʂ	nɨʂ	n ɨ ʂ		825	590
2862	Marubo	tie [verb]	nɨʂa	nɨʂa	n ɨ ʂ a		825	590
2863	Katukina	tie [verb]	nixa	nixa	n i x/ʂ a		825	590
2864	Shipibo_Konibo	tie [verb]	nɨʂa	nɨʂa	n ɨ ʂ a		825	590
2865	Kapanawa	tie [verb]	nɨʂa	nɨʂa	n ɨ ʂ a		825	590
2866	Shanenawa	tie [verb]	niʂa	niʂa	n i ʂ a		825	590
2867	Poyanawa	tie [verb]	dɨa	dɨa	d ɨ a		825	590
2868	Iskonawa	tie [verb]	nɨa	nɨa	n ɨ a		825	590
2869	Chakobo	tie [verb]	nɨa	nɨa	n ɨ a		825	590
2870	Chakobo	tie [verb]	nɨ?a	nɨʔa	n ɨ ʔ a		825	590
2871	Kakataibo	tie [verb]	nɨa	nɨa	n ɨ a		825	590
2872	Kaxarari	tie [verb]	bure	bure	b u r e		826	591
2873	Mastanawa	tie [verb]	dɨʂa	dɨʂa	d ɨ ʂ a		825	590
2874	Chaninawa	tie [verb]	dɨʂaj	dɨʂa	d ɨ ʂ a		825	590
2875	Sharanawa	tie [verb]	dɨʂaj	dɨʂa	d ɨ ʂ a		825	590
2876	Amawaka	tie [verb]	nɨçaj	nɨça	n ɨ ç a		825	590
2877	Nawa	tie [verb]	dɨʂa	dɨʂa	d ɨ ʂ a		825	590
2878	Marinawa	tie [verb]	dɨʂa	dɨʂa	d ɨ ʂ a		825	590
2879	Yaminawa	tie [verb]	dɨʂa	dɨʂa	d ɨ ʂ a		825	590
2880	Kashinawa_P	tie [verb]	βɨʃɨa	βɨʃɨa	β ɨ ʃ ɨ a		825	590
2881	Kashinawa_P	tie [verb]	nɨa	nɨa	n ɨ a		825	590
609	Matses	tongue	ana	ana	a n a		827	593
610	Matis	tongue	ana	ana	a n a		827	593
611	Marubo	tongue	ana rɨβu	ana rɨβu	a n a r ɨ β u		828	593
612	Katukina	tongue	ana	ana	a n a		827	593
613	Kanamari	tongue	hana	hana	h a n a		827	593
614	Shipibo_Konibo	tongue	hana	hana	h a n a		827	593
615	Kapanawa	tongue	hana	hana	h a n a		827	593
616	Arara	tongue	ãda	ãda	ã d a		827	592
617	Shanenawa	tongue	ana	ana	a n a		827	593
618	Yawanawa	tongue	ana	ana	a n a		827	593
619	Nukini	tongue	anã	anã	a n a		827	593
620	Poyanawa	tongue	anda	anda	a ⁿd a		827	592
621	Iskonawa	tongue	ana	ana	a n a		827	593
622	Chakobo	tongue	hana	hana	h a n a		827	593
623	Pakawara	tongue	hana	hana	h a n a		827	593
624	Kakataibo	tongue	ana	ana	a n a		827	593
625	Kaxarari	tongue	hana	hana	h a n a		827	593
626	Mastanawa	tongue	ada	ada	a d a		827	592
627	Chaninawa	tongue	a:da	a:da	a d a		827	592
628	Sharanawa	tongue	ada	ada	a d a		827	592
629	Amawaka	tongue	handa	handa	h a ⁿd a		827	592
630	Nawa	tongue	a:da	a:da	a d a		827	592
631	Marinawa	tongue	anda	anda	a ⁿd a		827	592
632	Yaminawa	tongue	ada	ada	a d a		827	592
633	Kashinawa_P	tongue	hana	hana	h a n a		827	593
634	Kashinawa_B	tongue	hana	hana	h a n a		827	593
635	Matses	tooth [front]	ʂɨta	ʂɨta	ʂ ɨ t a		829	594
636	Matis	tooth [front]	ʂɨta	ʂɨta	ʂ ɨ t a		829	594
637	Marubo	tooth [front]	ʂɨta	ʂɨta	ʂ ɨ t a		829	594
638	Katukina	tooth [front]	xita	xita	x/ʂ i t a		829	594
639	Kanamari	tooth [front]	ʂɨta	ʂɨta	ʂ ɨ t a		829	594
640	Shipibo_Konibo	tooth [front]	ʂɨta	ʂɨta	ʂ ɨ t a		829	594
641	Kapanawa	tooth [front]	ʂɨta	ʂɨta	ʂ ɨ t a		829	594
642	Arara	tooth [front]	ʃɨta	ʃɨta	ʃ ɨ t a		829	594
643	Shanenawa	tooth [front]	ʂɨta	ʂɨta	ʂ ɨ t a		829	594
644	Yawanawa	tooth [front]	ʂɨta	ʂɨta	ʂ ɨ t a		829	594
645	Nukini	tooth [front]	hita	hita	h i t a		829	594
646	Iskonawa	tooth [front]	hɨta	hɨta	h ɨ t a		829	594
647	Chakobo	tooth [front]	ʂɨta	ʂɨta	ʂ ɨ t a		829	594
648	Pakawara	tooth [front]	ʂɨna	ʂɨna	ʂ ɨ n a		829	594
649	Kakataibo	tooth [front]	ʂɨta	ʂɨta	ʂ ɨ t a		829	594
650	Kaxarari	tooth [front]	ʂɨta	ʂɨta	ʂ ɨ t a		829	594
651	Mastanawa	tooth [front]	piti	piti	p i t i		830	594
652	Mastanawa	tooth [front]	ʂɨta	ʂɨta	ʂ ɨ t a		829	594
653	Chaninawa	tooth [front]	piti	piti	p i t i		830	594
654	Sharanawa	tooth [front]	piti	piti	p i t i		830	594
655	Amawaka	tooth [front]	çɨta	çɨta	ç ɨ t a		829	594
656	Nawa	tooth [front]	piti	piti	p i t i		830	594
657	Nawa	tooth [front]	ʂɨta	ʂɨta	ʂ ɨ t a		829	594
658	Marinawa	tooth [front]	ʂɨta	ʂɨta	ʂ ɨ t a		829	594
659	Yaminawa	tooth [front]	piti	piti	p i t i		830	594
660	Kashinawa_P	tooth [front]	ʃɨta	ʃɨta	ʃ ɨ t a		829	594
661	Kashinawa_B	tooth [front]	ʂɨtɨ	ʂɨtɨ	ʂ ɨ t ɨ		829	594
196	Matses	tree	kuɨte	kuɨte	k u ɨ t e		834	599
197	Matis	tree	iwi	iwi	i w i		831	595
198	Marubo	tree	iwi	iwi	i w i		831	595
199	Katukina	tree	hiwi	hiwi	h i w i		831	595
200	Kanamari	tree	hiwi	hiwi	h i w i		831	595
201	Shipibo_Konibo	tree	hiwi	hiwi	h i w i		831	595
202	Kapanawa	tree	hiwi	hiwi	h i w i		831	595
203	Arara	tree	iwi	iwi	i w i		831	595
204	Shanenawa	tree	iwi	iwi	i w i		831	595
205	Yawanawa	tree	iwi	iwi	i w i		831	595
206	Nukini	tree	iwi	iwi	i w i		831	595
207	Poyanawa	tree	iwi	iwi	i w i		831	595
208	Iskonawa	tree	iβi	iβi	i β i		831	595
209	Chakobo	tree	hiwi	hiwi	h i w i		831	595
210	Pakawara	tree	hiwi	hiwi	h i w i		831	595
211	Kakataibo	tree	i	i	i		833	597
212	Kaxarari	tree	hiwi	hiwi	h i w i		831	595
213	Mastanawa	tree	di	di	d i		832	596
214	Chaninawa	tree	di:	di:	d iː		832	596
215	Sharanawa	tree	iwi	iwi	i w i		831	595
216	Amawaka	tree	wimbi	wimbi	h iː		831	595
217	Nawa	tree	di:	di:	d iː		832	596
218	Marinawa	tree	di	di	d i		832	596
219	Yaminawa	tree	ibi	ibi	i b i		831	595
220	Kashinawa_P	tree	hi	hi	h i		831	595
221	Kashinawa_P	tree	ni	ni	n i		832	598
222	Kashinawa_B	tree	ni	ni	n i		832	598
2472	Matses	turn [intr. v.]	βidiad	βidiad	β i d i a d		844	606
2473	Matis	turn [intr. v.]	βidikiakɨd	βidikiakɨd	β i d i k i a k ɨ d		844	606
2474	Marubo	turn [intr. v.]	βɨsukɨ	βɨsukɨ	β ɨ s u k ɨ		842	606
2475	Katukina	turn [intr. v.]	hiku	hiku	h i k u		840	606
2476	Shipibo_Konibo	turn [intr. v.]	raβɨ	raβɨ	r a β ɨ		838	603
2477	Kapanawa	turn [intr. v.]	raβɨ	raβɨ	r a β ɨ		838	603
2478	Arara	turn [intr. v.]	ua	ua	u a		836	601
2479	Yawanawa	turn [intr. v.]	nitã	nitã	n i t ã		845	607
2480	Iskonawa	turn [intr. v.]	maja	maja	m a j a		835	600
2481	Chakobo	turn [intr. v.]	βupi	βupi	β u p i		837	602
2482	Kakataibo	turn [intr. v.]	kwanankɨ	raβɨ	r a β ɨ		838	603
2483	Kaxarari	turn [intr. v.]	pu	pu	p u		841	602
2484	Mastanawa	turn [intr. v.]	ɸuswakaw	ɾaɸɨ	ɸ u sʷ a k a w		843	606
2485	Chaninawa	turn [intr. v.]	ɾaɸɨ	ɾaɸɨ	ɾ a ɸ ɨ		838	603
2486	Sharanawa	turn [intr. v.]	ɾaɸɨ	ɾaɸɨ	ɾ a ɸ ɨ		838	603
2487	Amawaka	turn [intr. v.]	huʔi	maja	m a j a		835	600
2488	Nawa	turn [intr. v.]	ũnwĩ	ɾaɸɨ	ɾ a ɸ ɨ		838	603
2489	Marinawa	turn [intr. v.]	ɾaɸɨ	ɾaɸɨ	ɾ a ɸ ɨ		838	603
2490	Yaminawa	turn [intr. v.]	lawɨ	lawɨ	l a w ɨ		838	603
2491	Kashinawa_P	turn [intr. v.]	daβɨkɨ	daβɨkɨ	d a β ɨ k ɨ		838	605
2492	Kashinawa_B	turn [intr. v.]	anuhu	anuhu	a n u h u		839	604
4069	Matses	two	daɨd	daɨd	d a ɨ d		848	608
4070	Matis	two	daβɨdpa	daβɨdpa	d a β ɨ d p a		848	608
4071	Marubo	two	raβɨβakin	raβɨβakin	r a β ɨ β a k i n		846	608
4072	Katukina	two	niska-βuis-kuin	niskaβuiskuin	n i s k a β u i s k u i n		847	609
4073	Kanamari	two	raβɨ	raβɨ	r a β ɨ		846	608
4074	Shipibo_Konibo	two	raβɨ	raβɨ	r a β ɨ		846	608
4075	Kapanawa	two	raβɨ	raβɨ	r a β ɨ		846	608
4076	Arara	two	ravɨnɨ	ravɨnɨ	r a v ɨ n ɨ		846	608
4077	Shanenawa	two	raɸu	raɸu	r a ɸ u		846	608
4078	Yawanawa	two	raβɨ	raβɨ	r a β ɨ		846	608
4079	Poyanawa	two	raβɨ	raβɨ	r a β ɨ		846	608
4080	Iskonawa	two	naɾaβɨ	naɾaβɨ	n a ɾ a β ɨ		846	608
4081	Chakobo	two	rabɨta	rabɨta	r a b ɨ t a		846	608
4082	Pakawara	two	rawɨ	rawɨ	r a w ɨ		846	608
4083	Kakataibo	two	raβɨ	raβɨ	r a β ɨ		846	608
4084	Kaxarari	two	tʃawɨta	tʃawɨta	tʃ a w ɨ t a		846	608
4085	Mastanawa	two	ɾahɨ	ɾahɨ	ɾ a h ɨ		846	608
4086	Chaninawa	two	ɾaɸɨ	ɾaɸɨ	ɾ a ɸ ɨ		846	608
4087	Sharanawa	two	ɾaɸɨ	ɾaɸɨ	ɾ a ɸ ɨ		846	608
4088	Amawaka	two	ɾawɨ	ɾawɨ	ɾ a w ɨ		846	608
4089	Nawa	two	ɾaɸɨ	ɾaɸɨ	ɾ a ɸ ɨ		846	608
4090	Marinawa	two	ɾaɸɨ	ɾaɸɨ	ɾ a ɸ ɨ		846	608
4091	Yaminawa	two	ɾawɨ	ɾawɨ	ɾ a w ɨ		846	608
4092	Yaminawa	two	lawɨ	lawɨ	l a w ɨ		846	608
4093	Kashinawa_P	two	dawɨ	dawɨ	d a w ɨ		846	608
4094	Kashinawa_B	two	daβɨ	daβɨ	d a β ɨ		846	608
3157	Matses	vomit [verb]	uk	uk	u k		852	612
3158	Matis	vomit [verb]	uk	uk	u k		852	612
3159	Marubo	vomit [verb]	anan	anan	a n a n		849	610
3160	Katukina	vomit [verb]	βupi	βupi	β u p i		850	611
3161	Shipibo_Konibo	vomit [verb]	kinan	kinan	k i n a n		849	610
3162	Kapanawa	vomit [verb]	hanaiki	hana	h a n a		849	610
3163	Kapanawa	vomit [verb]	kinani	kinan	k i n a n		849	610
3164	Arara	vomit [verb]	anã	anã	a n ã		849	610
3165	Shanenawa	vomit [verb]	anan	anan	a n a n		849	610
3166	Yawanawa	vomit [verb]	anan	anan	a n a n		849	610
3167	Nukini	vomit [verb]	anan	anan	a n a n		849	610
3168	Poyanawa	vomit [verb]	anan	anan	a n a n		849	610
3169	Iskonawa	vomit [verb]	anan	anan	a n a n		849	610
3170	Chakobo	vomit [verb]	hana	hana	h a n a		849	610
3171	Kakataibo	vomit [verb]	ana	ana	a n a		849	610
3172	Kaxarari	vomit [verb]	hilũ	hilũ	h i l ũ		851	610
3173	Mastanawa	vomit [verb]	ana	ana	a n a		849	610
3174	Chaninawa	vomit [verb]	anaj	ana	a n a		849	610
3175	Sharanawa	vomit [verb]	anaj	anaj	a n a dʒ		849	610
3176	Amawaka	vomit [verb]	hana	hana	h a n a		849	610
3177	Nawa	vomit [verb]	ana	ana	a n a		849	610
3178	Marinawa	vomit [verb]	ana	ana	a n a		849	610
3179	Kashinawa_P	vomit [verb]	hana	hana	h a n a		849	610
3180	Kashinawa_B	vomit [verb]	hanaĩ	hanaĩ	h a n a		849	610
2257	Matses	walk	kapu	kapu	k a p u		857	613
2258	Matis	walk	kapo	kapo	k a p o		857	613
2259	Marubo	walk	ka	ka	k a		853	613
2260	Katukina	walk	hinna	hinna	h i nː a		854	614
2261	Kanamari	walk	koʃi	koʃi	k o ʃ i		856	613
2262	Shipibo_Konibo	walk	ni	ni	n i		855	614
2263	Kapanawa	walk	nitʃi	nitʃi	n i tʃ i		855	614
2264	Yawanawa	walk	kãw̃̃̃ã	kawan	k a w a n		853	613
2265	Iskonawa	walk	ni	ni	n i		855	614
2266	Chakobo	walk	βu?una	βuʔuna	β u ʔ u n a		854	614
2267	Pakawara	walk	ka	ka	k a		853	613
2268	Kakataibo	walk	niti	niti	n i t i		855	614
2269	Kaxarari	walk	kã	kã	k ã		853	613
2270	Mastanawa	walk	kaj	kai	k a i		853	613
2271	Chaninawa	walk	ka	ka	k a		853	613
2272	Sharanawa	walk	ka	ka	k a		853	613
2273	Amawaka	walk	kaʔi	kaʔi	k a ʔ i		853	613
2274	Nawa	walk	ka	ka	k a		853	613
2275	Marinawa	walk	ka	ka	k a		853	613
2276	Yaminawa	walk	kaj	kai	k a i		853	613
2277	Kashinawa_P	walk	ni	ni	n i		855	614
